aX,aY,aZ,gX,gY,gZ
-0.048,-0.671,0.650,-8.301,-15.564,7.751
-0.073,-0.667,0.685,-5.005,-15.686,5.798
-0.081,-0.679,0.710,-2.441,-12.634,4.883
-0.059,-0.703,0.728,-1.587,-9.399,4.700
-0.028,-0.683,0.751,-1.465,-6.897,4.211
0.003,-0.659,0.751,-3.418,-4.761,5.554
0.033,-0.643,0.741,-5.005,-2.014,7.690
0.061,-0.638,0.730,-5.676,0.671,9.460
0.092,-0.656,0.728,-6.287,0.610,8.972
0.109,-0.666,0.740,-6.653,-2.930,6.836
0.116,-0.677,0.753,-7.690,-7.812,4.700
0.097,-0.677,0.754,-9.033,-11.658,4.028
0.080,-0.675,0.776,-8.972,-13.062,5.005
0.042,-0.637,0.806,-7.629,-11.475,5.859
0.015,-0.603,0.819,-7.080,-7.080,7.446
0.003,-0.580,0.816,-7.080,-2.319,8.850
-0.001,-0.563,0.808,-7.019,0.793,9.155
0.017,-0.536,0.812,-6.592,2.686,6.409
0.021,-0.527,0.802,-7.874,2.930,4.639
0.032,-0.540,0.783,-9.216,2.747,4.150
0.038,-0.535,0.770,-8.240,3.723,2.258
0.054,-0.558,0.758,-6.836,5.066,2.014
0.068,-0.585,0.762,-5.554,5.493,3.357
0.080,-0.617,0.766,-5.493,5.310,6.165
0.087,-0.622,0.789,-5.188,5.127,6.775
0.097,-0.623,0.820,-5.127,4.395,6.409
0.093,-0.621,0.833,-7.019,1.770,6.775
0.080,-0.614,0.850,-7.690,-0.366,7.935
0.072,-0.590,0.866,-7.141,-0.793,8.423
0.081,-0.564,0.873,-6.409,1.343,7.080
0.093,-0.556,0.865,-6.531,3.296,7.141
0.077,-0.554,0.851,-6.592,4.578,8.362
0.082,-0.574,0.841,-7.385,5.920,9.705
0.088,-0.582,0.830,-7.263,7.751,8.789
0.089,-0.574,0.815,-8.240,8.179,9.216
0.088,-0.553,0.809,-9.277,7.690,10.376
0.077,-0.531,0.809,-9.399,6.775,11.230
0.091,-0.520,0.826,-9.277,5.005,11.597
0.092,-0.494,0.850,-9.094,2.991,9.155
0.112,-0.471,0.867,-9.705,1.099,6.958
0.126,-0.478,0.873,-11.108,-1.465,6.042
0.113,-0.480,0.886,-11.230,-2.502,6.042
0.100,-0.483,0.888,-9.033,-0.244,7.141
0.094,-0.501,0.893,-5.798,3.784,10.132
0.077,-0.518,0.899,-1.892,8.606,12.451
0.072,-0.539,0.892,0.366,12.695,14.038
0.072,-0.553,0.888,0.427,13.367,13.916
0.074,-0.546,0.883,-1.099,11.963,12.878
0.075,-0.536,0.881,-3.296,10.254,11.108
0.087,-0.520,0.875,-6.409,7.874,8.362
0.095,-0.500,0.872,-9.705,4.211,6.104
0.087,-0.488,0.872,-12.207,1.404,4.883
0.086,-0.478,0.873,-12.817,1.221,4.211
0.085,-0.482,0.874,-12.451,2.197,4.089
0.078,-0.486,0.869,-11.353,3.235,5.310
0.062,-0.495,0.860,-9.949,4.395,6.958
0.055,-0.502,0.853,-7.263,6.348,7.812
0.069,-0.509,0.852,-3.418,9.521,8.179
0.083,-0.525,0.855,0.305,11.963,8.545
0.099,-0.539,0.859,2.258,12.817,9.033
0.108,-0.549,0.850,1.831,11.841,9.277
0.119,-0.548,0.843,1.099,9.033,8.850
0.130,-0.547,0.843,0.305,5.188,7.996
0.130,-0.544,0.844,-0.916,1.404,7.568
0.123,-0.541,0.846,-1.648,-0.977,7.874
0.114,-0.536,0.842,-1.038,-0.671,9.338
0.105,-0.527,0.835,1.221,1.343,11.108
0.098,-0.521,0.834,4.028,3.174,12.390
0.090,-0.526,0.838,5.981,4.089,13.184
0.076,-0.531,0.836,6.165,3.235,12.451
0.070,-0.531,0.833,5.249,0.488,9.399
0.074,-0.539,0.833,3.540,-3.052,5.127
0.080,-0.549,0.835,1.831,-5.981,0.671

0.808,0.300,1.876,43.030,-25.696,-5.981
0.808,0.376,2.082,41.321,-44.556,-11.230
0.678,0.470,2.251,37.231,-56.824,-10.010
0.473,0.551,2.330,30.396,-54.993,0.366
0.198,0.633,2.281,23.193,-38.513,14.893
-0.092,0.686,2.116,16.602,-16.113,23.987
-0.354,0.740,1.915,10.559,2.808,22.705
-0.572,0.723,1.646,3.357,14.832,7.690
-0.748,0.577,1.308,-5.188,16.052,-17.090
-0.859,0.274,0.933,-11.108,12.268,-49.622
-0.900,-0.207,0.560,-11.108,6.409,-85.266
-0.845,-0.811,0.221,-4.761,0.061,-117.981
-0.731,-1.417,-0.043,7.935,-1.282,-143.066
-0.588,-1.944,-0.240,20.874,7.568,-153.809
-0.391,-2.317,-0.404,31.006,27.588,-152.161
-0.151,-2.514,-0.583,36.743,55.603,-142.822
0.100,-2.608,-0.756,38.818,76.416,-127.625
0.332,-2.670,-0.863,42.053,79.346,-112.671
0.588,-2.738,-0.791,47.302,64.514,-104.187
0.828,-2.729,-0.568,46.570,37.109,-94.666
0.889,-2.600,-0.286,33.020,7.446,-72.449
0.763,-2.311,-0.043,12.207,-12.878,-36.438
0.539,-1.927,0.090,-8.606,-19.348,2.197
0.250,-1.498,0.147,-25.513,-18.799,36.377
-0.037,-1.101,0.177,-37.170,-22.522,58.350
-0.269,-0.786,0.215,-42.786,-34.424,63.477
-0.461,-0.525,0.294,-43.091,-46.387,57.800
-0.588,-0.327,0.377,-39.734,-50.049,49.561
-0.656,-0.198,0.453,-33.569,-44.678,41.321
-0.682,-0.146,0.524,-25.513,-36.926,32.166
-0.664,-0.179,0.607,-16.602,-29.724,22.095
-0.597,-0.266,0.682,-8.972,-22.095,11.841
-0.513,-0.359,0.725,-4.333,-13.733,3.418
-0.419,-0.445,0.735,-0.366,-5.310,-2.136
-0.308,-0.540,0.732,4.822,2.563,-6.042
-0.193,-0.643,0.741,8.606,6.104,-10.315
-0.100,-0.740,0.742,8.606,3.662,-13.428
-0.026,-0.825,0.742,7.263,-0.366,-14.893
0.034,-0.913,0.747,5.371,-3.601,-15.564
0.091,-0.980,0.738,2.197,-5.249,-14.526
0.133,-1.008,0.720,-0.977,-4.395,-11.292
0.157,-1.002,0.705,-3.662,-2.380,-5.066
0.160,-0.981,0.689,-6.104,-0.427,2.441
0.140,-0.947,0.675,-8.789,-1.099,9.583
0.102,-0.918,0.673,-11.108,-3.967,13.855
0.063,-0.901,0.680,-12.512,-8.057,14.893
0.025,-0.879,0.697,-12.756,-11.841,14.282
-0.004,-0.854,0.711,-12.573,-12.939,13.855
-0.040,-0.798,0.724,-12.085,-10.559,15.137
-0.067,-0.729,0.723,-11.414,-6.897,16.174
-0.074,-0.681,0.706,-11.230,-3.723,14.771
-0.059,-0.637,0.685,-10.681,-3.113,10.742
-0.039,-0.591,0.685,-9.216,-4.578,5.554
-0.019,-0.564,0.707,-7.141,-5.981,1.343
-0.006,-0.567,0.732,-5.920,-7.874,0.183
-0.019,-0.571,0.757,-5.066,-8.667,1.587
-0.047,-0.556,0.788,-4.333,-7.263,3.235
-0.057,-0.548,0.799,-3.418,-4.211,4.395
-0.065,-0.554,0.794,-1.404,0.427,3.967
-0.054,-0.544,0.794,1.526,4.822,2.502
-0.021,-0.525,0.793,3.357,9.155,0.610
0.021,-0.518,0.775,3.052,12.024,-0.610
0.060,-0.511,0.754,3.052,12.573,-2.014
0.099,-0.518,0.747,3.723,10.254,-3.601
0.110,-0.557,0.747,3.479,6.775,-4.456
0.128,-0.600,0.763,3.174,3.113,-3.906
0.124,-0.632,0.782,3.235,1.282,-3.357
0.110,-0.675,0.792,2.686,0.977,-0.427
0.092,-0.698,0.803,1.953,1.953,3.235
0.085,-0.687,0.807,0.977,3.906,6.592
0.075,-0.659,0.807,0.488,6.897,8.728
0.072,-0.631,0.811,0.122,8.362,9.827
0.059,-0.599,0.812,-1.099,7.751,10.437
0.053,-0.593,0.814,-2.075,6.409,8.972
0.056,-0.606,0.813,-2.258,5.554,6.653
0.055,-0.631,0.808,-2.258,5.432,4.944
0.069,-0.650,0.810,-1.770,6.287,4.944
0.080,-0.666,0.812,-1.282,7.446,6.042
0.078,-0.676,0.811,-1.343,8.667,7.629
0.073,-0.682,0.814,-2.502,8.484,8.789
0.068,-0.689,0.818,-4.211,6.165,8.606
0.063,-0.674,0.836,-5.310,4.517,8.240
0.049,-0.662,0.846,-6.897,3.479,8.911
0.034,-0.645,0.850,-7.874,4.517,10.193
0.028,-0.622,0.851,-7.629,7.385,10.620
0.033,-0.605,0.846,-7.080,10.925,10.376
0.037,-0.604,0.832,-7.385,13.062,9.827
0.048,-0.606,0.817,-7.263,12.939,8.301
0.069,-0.607,0.814,-6.531,12.878,5.981
0.098,-0.609,0.810,-7.141,11.780,4.395
0.108,-0.612,0.798,-8.362,9.766,4.089
0.108,-0.611,0.795,-8.789,6.714,4.211
0.112,-0.608,0.809,-7.874,4.333,4.761
0.103,-0.603,0.826,-6.897,3.601,6.165
0.077,-0.594,0.836,-6.287,3.845,8.240
0.056,-0.583,0.837,-5.615,5.737,8.850
0.048,-0.577,0.846,-4.761,6.775,8.301
0.056,-0.561,0.862,-4.211,7.751,7.629
0.079,-0.547,0.865,-4.822,9.705,6.653
0.099,-0.540,0.850,-7.141,10.010,6.531
0.101,-0.537,0.832,-9.460,8.484,7.019
0.101,-0.532,0.812,-10.071,7.690,6.714
0.107,-0.542,0.803,-8.789,7.507,5.920
0.111,-0.558,0.799,-6.653,7.263,5.737
0.113,-0.568,0.808,-4.028,6.836,6.287
0.110,-0.577,0.814,-2.502,6.592,6.897
0.117,-0.589,0.818,-1.831,6.653,7.568
0.113,-0.592,0.825,-2.197,5.676,8.545
0.104,-0.583,0.825,-3.601,5.005,8.911
0.105,-0.572,0.827,-4.395,5.005,8.545
0.105,-0.564,0.838,-4.639,5.005,7.996
0.107,-0.560,0.837,-5.554,5.432,7.507
0.109,-0.557,0.836,-6.165,6.348,7.446
0.116,-0.557,0.837,-7.202,6.531,7.263
0.118,-0.562,0.831,-8.423,5.981,7.263
0.113,-0.563,0.820,-9.033,4.883,7.324
0.105,-0.562,0.814,-8.301,4.517,7.446
0.097,-0.553,0.809,-6.531,5.432,7.690
0.093,-0.547,0.801,-4.395,6.287,7.690

0.075,0.896,1.842,44.556,-33.325,18.860
-0.149,1.094,1.845,44.861,-26.306,19.836
-0.378,1.169,1.769,47.363,-12.329,16.846
-0.568,1.177,1.634,51.086,4.395,8.484
-0.731,1.112,1.455,52.246,18.738,-4.761
-0.870,0.947,1.219,49.377,26.428,-24.353
-0.954,0.573,0.927,43.762,24.353,-53.467
-0.947,-0.010,0.615,40.466,12.390,-93.445
-0.813,-0.696,0.373,40.222,-5.188,-139.282
-0.632,-1.394,0.184,36.987,-23.926,-179.993
-0.502,-2.070,-0.018,29.907,-36.255,-198.547
-0.415,-2.667,-0.244,26.978,-38.452,-195.679
-0.211,-3.066,-0.429,33.997,-18.250,-184.631
0.159,-3.211,-0.521,51.208,23.437,-162.781
0.588,-3.168,-0.579,66.345,75.134,-122.437
0.957,-2.999,-0.622,69.885,117.859,-70.190
1.138,-2.682,-0.629,60.242,130.188,-22.705
1.079,-2.336,-0.538,40.588,101.379,8.972
0.809,-2.006,-0.308,16.357,38.452,22.583
0.494,-1.690,-0.041,-8.118,-28.076,20.874
0.214,-1.377,0.187,-26.001,-68.665,18.066
-0.009,-1.093,0.340,-33.203,-76.477,25.024
-0.191,-0.851,0.443,-32.349,-63.293,38.879
-0.354,-0.651,0.512,-27.710,-46.387,51.331
-0.486,-0.506,0.564,-21.790,-34.424,54.932
-0.537,-0.434,0.614,-15.625,-26.794,48.096
-0.529,-0.411,0.662,-10.559,-23.254,35.828
-0.506,-0.412,0.712,-8.545,-22.522,24.292
-0.481,-0.438,0.745,-8.484,-22.888,13.977
-0.433,-0.488,0.774,-8.362,-23.193,4.211
-0.374,-0.553,0.791,-7.812,-22.156,-3.052
-0.312,-0.610,0.794,-6.348,-18.250,-6.409
-0.241,-0.675,0.791,-3.235,-11.597,-8.057
-0.163,-0.743,0.783,-0.305,-4.883,-7.935
-0.096,-0.816,0.777,1.587,0.000,-6.714
-0.044,-0.878,0.769,1.648,2.502,-5.066
-0.012,-0.915,0.752,-0.488,2.136,-3.357
0.012,-0.930,0.726,-3.418,0.549,-2.380
0.025,-0.935,0.701,-6.531,-2.563,-1.465
0.019,-0.934,0.693,-8.911,-6.042,0.671
-0.003,-0.922,0.693,-10.254,-8.545,3.906
-0.036,-0.888,0.692,-11.230,-8.118,7.019
-0.066,-0.846,0.694,-11.536,-6.165,9.399
-0.095,-0.809,0.698,-11.597,-5.127,10.925
-0.125,-0.774,0.702,-12.451,-4.883,10.986
-0.133,-0.748,0.694,-12.756,-4.089,8.972
-0.121,-0.749,0.687,-12.207,-3.723,5.859
-0.099,-0.763,0.682,-10.925,-3.235,3.296
-0.072,-0.787,0.670,-9.644,-2.014,1.953
-0.042,-0.810,0.663,-8.179,-1.770,0.854
-0.007,-0.833,0.674,-7.690,-3.235,0.366
0.010,-0.829,0.696,-9.521,-5.249,1.709
-0.022,-0.762,0.712,-13.916,-7.507,4.272
-0.063,-0.682,0.711,-18.311,-9.583,5.920
-0.090,-0.638,0.710,-20.325,-11.292,4.944
-0.101,-0.620,0.719,-19.958,-11.292,2.502
-0.093,-0.615,0.725,-18.127,-8.667,0.000
-0.068,-0.623,0.721,-15.686,-3.723,-1.099
-0.037,-0.645,0.713,-13.184,1.892,-0.183
-0.012,-0.684,0.700,-10.681,6.592,1.587
0.013,-0.719,0.683,-9.155,9.399,2.380
0.049,-0.744,0.667,-8.301,9.460,0.610
0.086,-0.761,0.655,-8.972,5.310,-1.770
0.106,-0.773,0.658,-11.047,-1.404,-2.319
0.096,-0.762,0.679,-13.123,-7.080,-0.122
0.069,-0.731,0.702,-14.893,-8.789,3.784
0.032,-0.685,0.715,-15.198,-7.629,6.531
0.002,-0.656,0.725,-14.404,-6.104,8.118
-0.022,-0.646,0.738,-13.000,-5.554,7.996
-0.042,-0.637,0.754,-10.620,-3.784,6.958
-0.046,-0.636,0.762,-7.996,0.671,6.348
-0.037,-0.635,0.763,-5.859,5.737,7.446
-0.032,-0.639,0.763,-4.822,8.850,8.606
-0.019,-0.645,0.769,-4.944,9.277,8.240
-0.013,-0.639,0.773,-7.568,5.310,6.470
-0.005,-0.620,0.776,-11.169,0.244,3.784
0.009,-0.610,0.782,-12.939,-2.869,1.892
0.012,-0.613,0.795,-13.062,-3.296,2.930
0.001,-0.604,0.811,-11.536,-0.671,5.981
-0.011,-0.597,0.818,-9.155,3.967,9.094
-0.013,-0.586,0.814,-6.775,8.850,10.864
0.001,-0.581,0.805,-4.883,11.902,10.803
0.017,-0.593,0.799,-4.211,11.230,9.338
0.022,-0.602,0.798,-4.883,7.690,6.958
0.021,-0.604,0.795,-7.263,2.869,4.211
0.021,-0.604,0.788,-9.460,-0.916,2.136
0.030,-0.614,0.785,-10.315,-3.113,1.099
0.034,-0.618,0.789,-9.583,-2.991,-0.061
0.043,-0.615,0.796,-8.423,-0.732,0.793
0.041,-0.614,0.786,-7.996,2.014,3.296
0.038,-0.610,0.778,-7.019,4.822,5.981
0.038,-0.609,0.775,-5.920,6.836,7.568
0.044,-0.604,0.775,-5.310,7.568,8.484
0.049,-0.594,0.769,-5.310,6.836,8.850
0.038,-0.584,0.770,-6.409,3.784,8.545
0.027,-0.572,0.777,-7.080,0.610,7.568
0.016,-0.565,0.791,-7.385,-1.648,6.165
0.010,-0.554,0.808,-6.592,-1.770,5.798
0.002,-0.548,0.816,-6.592,-0.916,6.226
-0.009,-0.557,0.817,-6.104,1.038,7.080
-0.017,-0.572,0.813,-5.005,2.686,7.141
-0.012,-0.582,0.813,-3.845,4.578,6.592
0.001,-0.596,0.815,-3.113,6.042,5.676
0.006,-0.608,0.808,-3.357,7.263,5.737
0.006,-0.614,0.801,-3.601,8.301,6.714
0.004,-0.619,0.795,-3.784,9.521,7.507
0.011,-0.621,0.791,-3.967,10.254,7.263
0.025,-0.618,0.793,-4.944,9.827,6.165
0.040,-0.625,0.793,-7.385,7.690,5.005
0.053,-0.620,0.798,-8.789,5.981,3.784
0.067,-0.612,0.797,-10.010,6.226,4.333
0.068,-0.608,0.791,-10.193,7.080,6.287
0.066,-0.602,0.790,-8.972,7.874,8.911
0.065,-0.593,0.786,-7.568,9.949,11.047
0.072,-0.582,0.782,-6.409,11.292,12.207
0.072,-0.572,0.782,-5.737,10.071,12.207
0.059,-0.557,0.795,-5.981,6.165,11.108
0.060,-0.551,0.811,-6.348,2.686,8.972
0.067,-0.552,0.830,-6.042,0.732,7.385

0.310,0.640,1.705,27.344,-1.343,18.066
0.226,0.708,1.622,18.799,-5.554,12.634
0.107,0.755,1.472,9.888,-5.737,6.531
-0.012,0.781,1.264,3.662,0.549,0.854
-0.151,0.786,1.015,3.052,10.254,-5.066
-0.263,0.726,0.775,9.399,17.090,-14.771
-0.318,0.507,0.580,17.456,13.306,-33.997
-0.386,0.154,0.415,17.578,-6.531,-61.951
-0.424,-0.234,0.313,16.052,-31.433,-95.276
-0.416,-0.613,0.245,17.822,-46.326,-122.925
-0.402,-1.028,0.196,24.231,-48.035,-132.141
-0.406,-1.405,0.149,35.156,-40.466,-127.991
-0.411,-1.723,0.080,45.837,-28.442,-120.422
-0.395,-1.991,-0.007,53.650,-14.221,-115.479
-0.322,-2.199,-0.050,62.256,1.953,-110.840
-0.171,-2.335,-0.027,70.740,22.888,-102.417
0.027,-2.377,0.040,76.172,45.105,-88.684
0.207,-2.302,0.116,71.960,60.181,-68.970
0.338,-2.138,0.155,57.312,64.758,-48.035
0.394,-1.942,0.159,37.659,59.509,-29.419
0.372,-1.755,0.176,19.409,42.358,-13.550
0.254,-1.561,0.253,5.676,15.564,-2.991
0.089,-1.353,0.385,-2.075,-7.507,4.822
-0.061,-1.173,0.509,-5.798,-18.860,11.536
-0.157,-1.041,0.600,-7.812,-20.996,17.822
-0.207,-0.945,0.652,-9.216,-19.348,22.400
-0.230,-0.870,0.674,-10.315,-16.296,24.597
-0.226,-0.817,0.675,-10.986,-12.390,24.475
-0.202,-0.770,0.655,-12.451,-9.766,22.949
-0.189,-0.730,0.642,-12.878,-10.132,20.081
-0.188,-0.695,0.661,-11.292,-11.536,15.808
-0.193,-0.667,0.694,-9.216,-12.695,11.780
-0.206,-0.652,0.727,-7.568,-14.038,8.301
-0.209,-0.663,0.758,-6.897,-16.418,4.883
-0.205,-0.687,0.782,-6.592,-17.578,1.648
-0.190,-0.710,0.787,-5.859,-15.747,-1.038
-0.160,-0.749,0.777,-4.578,-12.329,-2.441
-0.132,-0.780,0.767,-3.906,-9.521,-3.113
-0.095,-0.784,0.760,-4.028,-7.202,-3.540
-0.042,-0.765,0.738,-5.920,-4.456,-3.601
0.001,-0.746,0.713,-8.362,-3.052,-2.136
0.034,-0.736,0.694,-9.949,-3.845,0.366
0.050,-0.734,0.700,-10.010,-5.188,2.563
0.062,-0.748,0.725,-9.705,-6.042,4.700
0.058,-0.749,0.751,-10.132,-6.348,7.996
0.029,-0.730,0.778,-10.376,-5.859,12.817
-0.016,-0.703,0.804,-10.620,-3.845,17.212
-0.055,-0.670,0.825,-11.230,-0.732,18.982
-0.077,-0.647,0.819,-13.306,1.465,17.395
-0.078,-0.639,0.801,-15.198,1.465,13.916
-0.069,-0.612,0.787,-15.747,0.549,10.132
-0.055,-0.576,0.771,-15.442,0.671,7.263
-0.051,-0.551,0.749,-14.404,1.465,5.981
-0.047,-0.541,0.731,-12.146,2.747,5.615
-0.029,-0.541,0.727,-9.338,3.784,4.639
-0.008,-0.554,0.733,-7.568,3.418,3.601
0.000,-0.568,0.739,-7.385,1.648,3.845
-0.005,-0.579,0.754,-6.958,0.061,5.005
-0.010,-0.592,0.772,-5.920,-0.244,5.554
-0.018,-0.599,0.792,-4.822,-0.061,5.676
-0.030,-0.590,0.810,-5.249,0.183,5.493
-0.046,-0.563,0.819,-6.531,0.305,4.944
-0.064,-0.538,0.822,-8.057,-0.671,4.333
-0.086,-0.527,0.821,-9.399,-2.380,3.052
-0.098,-0.527,0.813,-10.010,-2.136,1.099
-0.092,-0.526,0.790,-9.644,0.305,-1.648
-0.072,-0.540,0.767,-7.324,3.113,-4.028
-0.044,-0.561,0.755,-4.150,5.005,-5.005
-0.014,-0.569,0.760,-1.465,5.737,-5.066
0.003,-0.573,0.767,-0.916,5.554,-4.272
0.010,-0.570,0.767,-1.282,5.615,-2.441
0.013,-0.573,0.768,-1.587,5.859,-0.977
0.025,-0.583,0.772,-1.404,6.042,0.061
0.034,-0.594,0.787,-1.526,5.676,0.793
0.024,-0.588,0.802,-0.977,5.005,1.282
0.014,-0.587,0.809,-0.732,4.211,1.709
0.008,-0.592,0.816,-0.549,4.456,2.319
0.000,-0.600,0.814,-0.610,5.371,3.052
-0.010,-0.596,0.807,-1.099,6.592,3.601
-0.015,-0.581,0.794,-1.526,7.568,3.662
-0.005,-0.573,0.792,-2.136,7.446,2.686
0.010,-0.570,0.793,-3.296,5.920,0.977
0.019,-0.560,0.792,-5.371,3.723,-0.427
0.030,-0.554,0.787,-6.165,2.502,-1.221
0.034,-0.562,0.785,-4.883,2.808,-1.282
0.036,-0.573,0.789,-2.930,3.906,-0.793
0.040,-0.578,0.792,-0.916,4.578,-0.061
0.042,-0.584,0.797,0.671,4.211,1.160
0.031,-0.598,0.807,1.343,2.563,2.869
0.010,-0.598,0.822,1.709,1.221,3.906
-0.002,-0.594,0.833,1.648,1.770,3.601
-0.004,-0.597,0.841,1.343,3.296,2.869
0.002,-0.597,0.847,0.977,4.211,2.258
0.000,-0.599,0.849,-0.183,4.150,1.831
0.000,-0.604,0.845,-1.587,4.700,0.854
0.004,-0.601,0.837,-2.991,4.700,-0.732
0.015,-0.606,0.828,-3.784,4.089,-2.380
0.033,-0.617,0.822,-4.333,2.991,-3.479
0.036,-0.620,0.821,-4.517,1.831,-3.113
0.034,-0.625,0.821,-4.578,1.831,-1.343
0.033,-0.620,0.818,-4.089,2.991,0.977
0.027,-0.620,0.818,-3.418,3.479,3.052
0.013,-0.628,0.824,-3.052,2.563,3.906
0.001,-0.627,0.845,-3.418,0.916,3.174
0.001,-0.617,0.859,-5.127,0.122,1.770
0.008,-0.608,0.858,-7.690,0.549,0.977
0.015,-0.599,0.848,-9.460,1.038,0.610
0.017,-0.596,0.840,-10.010,1.831,0.977
0.021,-0.596,0.837,-10.315,2.502,1.465
0.029,-0.593,0.833,-10.437,3.418,1.770
0.035,-0.590,0.823,-10.620,3.601,2.197
0.032,-0.593,0.814,-10.315,2.869,2.869
0.031,-0.594,0.818,-9.033,2.197,4.028
0.020,-0.598,0.828,-7.080,2.747,5.493
0.014,-0.591,0.835,-6.042,4.700,6.897
0.016,-0.591,0.830,-5.920,6.104,7.629
0.020,-0.577,0.824,-5.859,5.920,6.775
0.021,-0.557,0.826,-6.042,4.639,5.737
0.030,-0.547,0.830,-6.592,3.174,4.517

0.728,0.702,1.543,41.992,12.329,7.446
0.795,0.971,1.604,41.992,6.775,7.080
0.772,1.244,1.653,40.344,-1.892,7.263
0.600,1.437,1.668,39.856,-10.071,8.606
0.293,1.442,1.609,39.124,-15.137,12.146
-0.106,1.298,1.511,38.086,-17.761,10.986
-0.478,1.106,1.365,36.316,-25.085,-3.235
-0.742,0.790,1.167,32.410,-39.490,-28.931
-1.007,0.366,0.946,32.166,-55.542,-57.983
-1.221,-0.245,0.713,40.588,-63.049,-81.360
-1.322,-1.080,0.544,56.458,-57.251,-101.074
-1.236,-1.997,0.446,70.251,-42.175,-126.465
-1.004,-2.756,0.319,67.444,-28.687,-151.001
-0.713,-3.184,0.179,55.847,-15.198,-162.415
-0.368,-3.306,0.041,48.828,13.550,-155.945
0.055,-3.255,-0.112,48.767,62.378,-134.216
0.463,-3.122,-0.205,52.795,110.596,-101.196
0.784,-2.896,-0.238,50.903,134.216,-63.904
0.890,-2.577,-0.226,35.950,123.657,-29.053
0.779,-2.230,-0.137,13.611,80.261,-2.380
0.543,-1.879,0.046,-7.690,20.752,13.184
0.254,-1.504,0.246,-26.367,-27.710,24.963
-0.028,-1.146,0.385,-41.321,-53.406,35.889
-0.244,-0.823,0.453,-49.194,-56.274,43.579
-0.392,-0.527,0.473,-51.147,-45.471,47.119
-0.493,-0.289,0.476,-47.852,-31.067,47.363
-0.541,-0.127,0.469,-40.405,-16.663,43.030
-0.531,-0.082,0.474,-29.663,-5.066,34.180
-0.477,-0.114,0.492,-17.822,3.052,23.804
-0.412,-0.193,0.524,-9.094,6.714,13.428
-0.349,-0.283,0.544,-4.150,6.775,3.906
-0.273,-0.379,0.551,-1.526,5.188,-4.883
-0.187,-0.497,0.553,0.183,1.343,-12.329
-0.107,-0.618,0.567,2.930,-0.916,-16.785
-0.046,-0.709,0.573,5.676,2.136,-16.663
0.009,-0.767,0.558,7.385,7.080,-14.648
0.058,-0.794,0.533,7.812,9.460,-12.329
0.097,-0.815,0.530,8.301,7.996,-10.437
0.132,-0.839,0.553,7.751,3.540,-9.216
0.144,-0.857,0.587,6.348,-1.892,-6.775
0.126,-0.852,0.627,4.822,-6.104,-3.601
0.083,-0.822,0.668,4.089,-8.118,0.488
0.016,-0.797,0.723,3.784,-8.545,3.723
-0.048,-0.760,0.768,2.808,-8.789,5.676
-0.094,-0.712,0.780,0.610,-9.277,4.700
-0.100,-0.681,0.763,-1.282,-9.216,0.366
-0.069,-0.680,0.738,-1.404,-8.240,-3.967
-0.030,-0.701,0.719,0.000,-6.409,-5.188
0.012,-0.726,0.720,2.197,-4.028,-5.066
0.046,-0.741,0.737,3.479,-1.648,-3.235
0.056,-0.740,0.750,3.845,0.122,1.282
0.063,-0.731,0.763,3.723,1.221,5.798
0.072,-0.733,0.774,3.357,0.793,9.094
0.071,-0.735,0.795,2.136,-1.770,12.207
0.040,-0.719,0.824,-0.366,-5.493,14.099
0.006,-0.701,0.851,-3.784,-9.399,13.184
-0.010,-0.695,0.865,-7.263,-12.512,10.071
-0.019,-0.689,0.868,-9.338,-13.184,7.507
-0.017,-0.694,0.865,-9.338,-9.705,6.592
-0.004,-0.701,0.861,-7.935,-3.906,7.324
-0.000,-0.695,0.852,-6.775,2.258,9.644
-0.002,-0.695,0.830,-6.348,6.775,12.024
0.001,-0.696,0.802,-6.165,9.216,13.000
0.027,-0.695,0.779,-5.859,9.521,11.841
0.059,-0.699,0.759,-6.653,5.981,9.888
0.078,-0.700,0.742,-8.545,-0.366,8.606
0.073,-0.694,0.736,-9.644,-6.348,8.362
0.044,-0.681,0.750,-9.705,-10.010,8.423
0.011,-0.659,0.764,-9.216,-11.169,8.789
-0.008,-0.622,0.778,-8.911,-10.803,8.850
-0.031,-0.593,0.782,-8.728,-10.376,9.094
-0.058,-0.578,0.783,-7.141,-9.766,9.338
-0.082,-0.580,0.792,-4.211,-8.423,8.972
-0.091,-0.598,0.810,-1.221,-6.653,7.446
-0.082,-0.628,0.818,-0.061,-6.042,5.066
-0.072,-0.648,0.818,-0.793,-6.042,3.418
-0.047,-0.654,0.816,-1.465,-4.944,2.563
-0.008,-0.653,0.806,-2.258,-2.625,2.808
0.021,-0.648,0.794,-3.906,-0.916,4.333
0.037,-0.644,0.784,-6.409,-1.831,4.761
0.045,-0.644,0.771,-8.484,-4.272,4.150
0.046,-0.651,0.772,-8.911,-7.446,2.625
0.034,-0.661,0.786,-7.996,-9.705,2.014
0.011,-0.667,0.802,-7.019,-9.583,2.991
-0.013,-0.658,0.805,-7.202,-7.446,4.822
-0.036,-0.637,0.804,-7.385,-4.761,7.629
-0.061,-0.595,0.810,-7.202,-1.465,10.315
-0.069,-0.533,0.810,-6.714,3.479,10.925
-0.055,-0.492,0.801,-5.981,7.629,9.644
-0.026,-0.473,0.795,-5.554,8.972,7.202
0.004,-0.490,0.796,-5.859,6.958,4.089
