aX,aY,aZ,gX,gY,gZ
0.035,-0.735,0.746,-232.361,40.222,53.894
0.037,-0.702,0.721,-239.136,41.260,47.363
0.046,-0.671,0.690,-245.850,34.607,39.551
0.071,-0.635,0.680,-251.892,21.484,31.372
0.076,-0.610,0.683,-257.446,5.310,22.949
0.075,-0.591,0.688,-257.568,-8.545,14.221
0.116,-0.544,0.672,-250.061,-19.592,5.310
0.143,-0.516,0.702,-240.662,-30.762,-2.380
0.151,-0.465,0.726,-226.990,-38.696,-4.822
0.156,-0.412,0.743,-209.106,-37.720,-2.502
0.164,-0.369,0.774,-186.890,-27.344,1.038
0.157,-0.323,0.800,-162.048,-9.949,6.897
0.145,-0.266,0.835,-137.329,10.925,14.526
0.117,-0.226,0.841,-116.394,32.654,20.020
0.104,-0.192,0.810,-98.267,52.368,22.461
0.117,-0.159,0.773,-82.153,64.453,22.461
0.121,-0.138,0.754,-70.740,65.369,20.325
0.124,-0.133,0.746,-63.904,56.641,16.541
0.139,-0.125,0.744,-60.120,41.687,11.108
0.162,-0.125,0.752,-57.434,22.766,4.700
0.180,-0.131,0.776,-55.359,4.395,-1.404
0.185,-0.124,0.800,-51.453,-9.216,-5.371
0.198,-0.124,0.831,-46.326,-17.578,-7.812
0.208,-0.120,0.856,-39.734,-20.081,-8.362
0.204,-0.122,0.881,-33.447,-16.663,-7.019
0.201,-0.113,0.906,-26.733,-10.681,-4.761
0.197,-0.106,0.918,-20.386,-2.686,-2.136
0.192,-0.107,0.909,-15.564,6.775,-0.183
0.186,-0.112,0.883,-10.437,13.184,0.854
0.180,-0.112,0.847,-4.333,15.259,0.977
0.189,-0.111,0.829,2.563,11.963,-0.977
0.203,-0.114,0.841,8.789,3.845,-4.822
0.212,-0.122,0.861,12.939,-4.944,-7.935
0.222,-0.141,0.890,15.015,-11.475,-10.315
0.224,-0.151,0.929,15.564,-15.198,-11.047
0.230,-0.163,0.975,14.832,-15.930,-10.925
0.230,-0.167,1.000,12.329,-13.184,-9.521
0.219,-0.166,1.001,9.338,-8.545,-6.653
0.202,-0.152,0.997,7.385,-3.357,-4.456
0.190,-0.146,0.989,6.714,0.732,-3.296
0.186,-0.145,0.977,6.653,3.174,-3.235
0.189,-0.148,0.964,7.568,3.601,-3.662
0.195,-0.149,0.944,9.094,2.991,-4.028
0.208,-0.151,0.932,10.803,1.953,-4.395
0.216,-0.153,0.921,12.573,-0.305,-5.310
0.222,-0.170,0.925,13.428,-1.953,-5.066
0.234,-0.167,0.939,14.343,-3.418,-5.066
0.230,-0.175,0.955,14.160,-3.357,-4.150
0.235,-0.179,0.965,12.085,-1.343,-2.991
0.226,-0.183,0.961,9.583,0.183,-1.770
0.217,-0.168,0.957,7.935,1.648,0.183
0.214,-0.162,0.957,6.592,2.747,0.244
0.213,-0.163,0.953,5.615,2.869,-0.549
0.210,-0.164,0.950,5.066,3.113,-0.732
0.209,-0.164,0.954,5.249,2.930,-0.427
0.205,-0.163,0.952,5.127,2.441,-0.427
0.208,-0.162,0.944,4.883,2.075,-0.854
0.221,-0.169,0.942,5.615,1.587,-1.587
0.217,-0.182,0.943,6.409,0.732,-1.160
0.218,-0.174,0.949,6.897,0.610,0.061
0.216,-0.175,0.951,6.653,1.221,0.488
0.218,-0.180,0.951,7.874,2.747,-0.061
0.220,-0.184,0.955,8.667,4.639,0.549
0.219,-0.185,0.958,9.460,5.737,1.404
0.216,-0.182,0.962,10.193,7.080,2.136
0.212,-0.183,0.971,10.620,7.385,2.014
0.211,-0.170,0.968,10.071,7.935,2.136
0.203,-0.174,0.959,6.348,6.653,2.686
0.202,-0.165,0.942,3.784,4.028,1.892

0.414,-1.689,0.914,520.935,-49.194,-28.687
0.431,-1.614,1.242,451.416,-54.077,-12.329
0.388,-1.543,1.421,373.291,-45.410,0.732
0.312,-1.477,1.415,293.396,-25.818,12.817
0.179,-1.360,1.190,216.064,-7.568,18.738
0.003,-1.271,0.905,140.198,-7.080,11.963
-0.109,-1.215,0.613,77.515,-18.127,-5.615
-0.167,-1.187,0.391,32.532,-32.104,-32.898
-0.139,-1.203,0.306,3.296,-44.800,-61.646
-0.073,-1.237,0.348,-11.169,-50.964,-81.726
0.018,-1.284,0.451,-14.221,-49.072,-85.205
0.089,-1.290,0.530,-9.644,-36.987,-73.242
0.127,-1.298,0.543,-2.930,-18.433,-51.514
0.130,-1.282,0.508,1.831,0.061,-24.170
0.084,-1.234,0.434,3.662,14.771,0.854
0.021,-1.165,0.369,2.136,21.790,18.677
-0.020,-1.088,0.310,-3.174,22.766,26.672
-0.044,-1.036,0.268,-11.658,20.142,24.841
-0.040,-0.998,0.238,-21.973,15.015,16.174
-0.014,-0.973,0.221,-33.142,7.812,4.639
0.005,-0.954,0.204,-42.603,1.160,-7.141
0.040,-0.939,0.187,-48.340,-2.502,-17.578
0.082,-0.948,0.183,-51.636,-4.333,-25.452
0.121,-0.974,0.196,-54.688,-6.897,-28.931
0.147,-0.996,0.231,-57.800,-11.169,-26.855
0.160,-1.007,0.275,-60.120,-13.794,-20.874
0.164,-1.029,0.312,-62.500,-11.658,-13.000
0.180,-1.049,0.354,-66.895,-8.911,-4.333
0.174,-1.066,0.411,-75.867,-9.521,5.737
0.158,-1.075,0.472,-87.769,-9.644,16.052
0.117,-1.084,0.510,-101.135,-7.446,25.269
0.069,-1.101,0.521,-115.784,-3.174,32.043
0.041,-1.086,0.501,-129.517,-0.488,36.560
0.005,-1.066,0.468,-140.808,-1.831,36.743
-0.016,-1.042,0.424,-149.353,-4.028,33.386
0.009,-1.018,0.408,-153.870,-5.920,28.015
0.071,-1.008,0.440,-156.372,-9.277,22.888
0.129,-0.998,0.517,-161.377,-13.733,21.301
0.175,-0.985,0.621,-169.373,-15.198,25.208
0.214,-0.944,0.739,-180.664,-9.644,31.860
0.224,-0.944,0.842,-198.975,1.404,40.466
0.158,-0.970,0.866,-218.994,14.893,47.852
0.104,-0.956,0.769,-231.384,27.588,53.711
0.068,-0.906,0.632,-237.000,37.537,53.772
0.022,-0.872,0.510,-239.807,38.330,47.119
0.027,-0.810,0.417,-234.497,29.358,39.551
0.068,-0.733,0.444,-225.037,13.184,30.212
0.079,-0.656,0.550,-217.285,-5.920,23.315
0.057,-0.597,0.695,-211.365,-19.409,18.921
0.048,-0.545,0.813,-207.764,-20.874,14.832
0.028,-0.493,0.874,-206.299,-10.986,11.414
0.010,-0.461,0.883,-208.374,2.197,7.935
0.009,-0.469,0.875,-213.196,12.390,3.479
0.037,-0.485,0.801,-219.543,14.221,0.854
0.065,-0.505,0.755,-223.816,6.531,-0.061
0.055,-0.463,0.708,-221.130,-7.019,0.549
0.052,-0.447,0.657,-211.975,-18.982,-0.122
0.107,-0.384,0.620,-192.810,-28.687,-3.418
0.156,-0.332,0.647,-168.823,-36.499,-6.042
0.152,-0.302,0.700,-145.508,-40.894,-7.568
0.171,-0.278,0.800,-124.756,-39.001,-5.310
0.142,-0.245,0.898,-110.474,-31.128,-1.099
0.107,-0.218,0.953,-101.563,-16.052,3.784
0.073,-0.202,0.942,-94.788,1.282,7.202
0.062,-0.172,0.892,-86.853,15.625,8.484
0.056,-0.159,0.839,-77.026,20.813,8.179
0.050,-0.136,0.804,-65.857,17.639,6.897
0.058,-0.110,0.801,-54.077,8.728,5.188
0.065,-0.087,0.840,-44.006,-1.831,2.380
0.068,-0.090,0.892,-36.865,-8.850,-0.488
0.066,-0.086,0.930,-32.837,-11.536,-1.648
0.058,-0.086,0.940,-29.602,-10.315,-1.770
0.062,-0.081,0.930,-25.696,-6.592,-1.831
0.073,-0.087,0.932,-21.240,-3.601,-1.587
0.083,-0.094,0.944,-17.517,-0.305,-0.244
0.076,-0.094,0.952,-14.709,3.235,2.563
0.067,-0.094,0.933,-11.719,7.202,4.822
0.067,-0.080,0.907,-5.676,10.498,5.615
0.063,-0.064,0.896,2.075,11.047,4.272
0.058,-0.066,0.905,7.507,9.094,2.136
0.062,-0.072,0.922,10.803,5.493,-0.854
0.068,-0.087,0.941,12.329,1.404,-3.845
0.074,-0.099,0.957,11.963,-2.136,-5.920
0.091,-0.118,0.979,11.230,-4.333,-7.324
0.105,-0.132,0.999,10.010,-4.517,-6.958
0.107,-0.137,1.003,8.484,-2.686,-4.822
0.103,-0.132,0.998,8.240,0.732,-2.319
0.103,-0.120,0.978,9.338,5.005,-0.488
0.104,-0.117,0.966,11.108,7.874,0.183
0.106,-0.124,0.963,13.000,9.033,0.122
0.109,-0.122,0.962,14.648,8.728,0.061
0.115,-0.125,0.960,15.198,8.423,-0.244
0.120,-0.131,0.955,14.038,7.324,-0.427
0.121,-0.142,0.959,11.169,4.700,-0.061
0.112,-0.138,0.959,7.202,0.671,0.977
0.108,-0.131,0.960,3.845,-3.967,0.671
0.111,-0.133,0.968,1.648,-6.470,-0.610
0.112,-0.139,0.980,0.977,-6.714,-0.793
0.105,-0.138,0.989,1.770,-5.432,0.000
0.101,-0.128,0.987,3.357,-2.747,0.916
0.100,-0.127,0.986,5.371,0.122,1.465
0.098,-0.114,0.982,5.554,2.197,2.197
0.095,-0.114,0.975,5.127,3.601,2.930
0.097,-0.117,0.969,5.005,3.784,2.136
0.094,-0.122,0.959,5.066,3.784,1.709
0.103,-0.120,0.951,6.531,2.869,1.770
0.104,-0.122,0.958,7.812,1.404,1.709
0.097,-0.124,0.965,7.996,0.488,2.014
0.092,-0.126,0.966,8.179,0.793,2.075
0.092,-0.126,0.960,8.972,1.526,2.380
0.090,-0.128,0.951,10.559,2.136,2.686
0.092,-0.124,0.952,12.512,2.502,2.563
0.095,-0.128,0.952,14.282,3.113,2.258
0.098,-0.134,0.948,15.076,3.967,2.014
0.096,-0.136,0.946,15.442,3.906,1.587
0.093,-0.133,0.943,15.015,2.380,1.099
0.089,-0.137,0.946,14.160,-0.183,0.366
0.085,-0.142,0.959,13.062,-2.991,-0.427
0.081,-0.146,0.976,12.573,-5.432,-1.160

0.355,-1.690,1.308,492.371,-78.369,-41.260
0.275,-1.643,1.465,414.368,-56.702,-5.798
0.160,-1.541,1.313,337.891,-20.752,14.832
-0.012,-1.462,0.984,258.606,2.258,20.447
-0.188,-1.355,0.636,181.763,-1.648,9.094
-0.311,-1.294,0.418,117.249,-23.621,-18.433
-0.331,-1.352,0.350,64.819,-49.072,-57.495
-0.250,-1.442,0.454,31.494,-66.528,-93.323
-0.141,-1.515,0.594,9.644,-74.829,-109.497
-0.050,-1.562,0.665,0.061,-67.566,-106.140
0.012,-1.570,0.663,0.061,-47.546,-86.914
0.026,-1.533,0.598,4.883,-24.170,-57.068
-0.015,-1.469,0.498,11.047,-3.540,-22.278
-0.082,-1.378,0.407,17.578,12.878,7.629
-0.123,-1.278,0.366,21.362,21.667,28.442
-0.167,-1.187,0.353,18.433,23.254,38.574
-0.181,-1.108,0.355,9.827,22.278,38.513
-0.166,-1.057,0.363,-3.235,19.531,30.823
-0.143,-1.036,0.367,-20.142,13.733,19.714
-0.124,-1.025,0.347,-36.377,8.850,9.094
-0.109,-1.001,0.299,-47.974,7.874,0.122
-0.097,-0.992,0.233,-55.176,8.972,-7.263
-0.075,-0.983,0.191,-58.105,8.484,-13.489
-0.048,-0.996,0.189,-59.631,5.737,-17.029
-0.012,-1.012,0.223,-61.035,1.465,-17.334
0.002,-1.027,0.266,-62.439,-1.465,-13.611
0.011,-1.035,0.295,-63.538,0.305,-7.690
0.020,-1.050,0.314,-64.575,5.127,-1.404
0.018,-1.058,0.339,-68.665,8.545,6.409
-0.021,-1.068,0.358,-74.951,10.071,13.672
-0.056,-1.057,0.341,-80.200,11.963,19.348
-0.080,-1.029,0.320,-83.130,15.198,22.522
-0.113,-1.002,0.285,-83.984,17.822,21.973
-0.111,-0.981,0.261,-81.787,19.165,18.921
-0.086,-0.968,0.281,-80.261,16.663,16.113
-0.043,-0.963,0.340,-81.543,10.681,15.320
-0.011,-0.975,0.416,-85.388,5.310,16.052
0.026,-0.975,0.491,-92.041,3.723,19.714
0.036,-0.977,0.546,-101.563,5.798,26.794
0.030,-0.986,0.571,-111.694,12.817,35.156
-0.000,-0.989,0.528,-118.408,22.522,42.725
-0.041,-0.984,0.445,-119.751,31.799,47.668
-0.060,-0.943,0.357,-117.004,36.560,49.744
-0.062,-0.910,0.311,-111.145,34.424,46.875
-0.032,-0.877,0.332,-105.530,27.466,40.344
0.010,-0.865,0.399,-104.065,17.212,34.668
0.033,-0.840,0.494,-106.018,5.981,30.273
0.057,-0.807,0.585,-110.901,-0.549,28.625
0.055,-0.794,0.656,-118.591,0.122,27.161
0.055,-0.790,0.695,-127.075,6.348,25.757
0.067,-0.787,0.713,-136.108,12.817,26.001
0.059,-0.796,0.725,-146.606,15.442,26.855
0.040,-0.798,0.731,-157.104,14.282,29.175
0.011,-0.794,0.726,-166.443,12.207,30.884
-0.024,-0.778,0.701,-172.119,10.315,30.579
-0.031,-0.748,0.657,-172.485,9.521,28.015
-0.024,-0.712,0.627,-170.471,7.935,21.912
-0.001,-0.685,0.620,-168.701,2.747,15.137
0.027,-0.667,0.642,-167.419,-5.737,9.949
0.057,-0.636,0.687,-167.175,-14.221,6.775
0.074,-0.603,0.741,-170.105,-20.691,4.761
0.077,-0.585,0.780,-174.377,-23.315,3.784
0.082,-0.567,0.819,-178.040,-20.691,3.540
0.058,-0.553,0.844,-180.481,-14.954,5.127
0.042,-0.535,0.852,-181.091,-8.362,10.498
0.024,-0.515,0.843,-179.199,-0.122,15.137
-0.010,-0.491,0.827,-173.340,7.568,17.334
-0.034,-0.442,0.786,-164.062,11.414,19.531
-0.039,-0.393,0.736,-151.245,12.146,18.494
-0.029,-0.343,0.717,-137.329,10.254,14.771
-0.006,-0.319,0.724,-124.939,5.188,11.108
0.011,-0.292,0.770,-115.356,-2.380,9.033
0.033,-0.275,0.834,-109.497,-7.568,8.118
0.047,-0.265,0.896,-108.459,-9.033,8.240
0.037,-0.258,0.927,-110.535,-7.751,10.498
0.020,-0.256,0.931,-112.305,-4.028,11.963
0.000,-0.255,0.891,-108.337,0.854,12.268
-0.004,-0.247,0.826,-95.581,3.540,11.597
0.034,-0.191,0.812,-77.820,1.892,10.559
0.033,-0.170,0.854,-63.049,-2.747,8.850
0.034,-0.154,0.896,-52.307,-6.042,7.751
0.033,-0.151,0.927,-44.495,-5.798,5.737
0.041,-0.153,0.946,-37.903,-2.808,3.540
0.052,-0.156,0.960,-31.860,1.709,2.502
0.056,-0.151,0.960,-26.733,6.348,3.052
0.055,-0.146,0.953,-22.888,9.644,4.150
0.040,-0.134,0.932,-18.494,10.559,4.089
0.045,-0.124,0.917,-12.512,10.254,2.441
0.043,-0.110,0.915,-6.226,8.972,-1.160
0.044,-0.108,0.910,-0.183,7.263,-3.723
0.037,-0.118,0.912,4.211,5.310,-4.700
0.043,-0.122,0.917,10.071,3.357,-6.592
0.053,-0.134,0.923,14.099,2.686,-8.301
0.069,-0.155,0.943,16.846,2.136,-8.240
0.074,-0.161,0.972,16.357,1.892,-6.104
0.066,-0.167,0.992,12.634,3.113,-3.540
0.055,-0.164,0.985,8.850,5.310,-1.404
0.053,-0.156,0.966,6.653,6.958,-0.122
0.049,-0.153,0.951,6.409,6.775,-0.427
0.048,-0.149,0.945,7.690,4.639,-1.282
0.044,-0.152,0.948,8.972,2.197,-2.808
0.049,-0.153,0.947,10.254,-0.122,-4.150
0.059,-0.161,0.939,11.536,-2.197,-4.883
0.069,-0.176,0.953,13.428,-3.540,-4.761
0.079,-0.183,0.975,14.587,-4.089,-4.028
0.081,-0.190,0.998,14.404,-2.136,-2.136
0.078,-0.186,1.003,13.123,1.465,0.183
0.062,-0.185,0.996,11.475,5.554,2.380
0.050,-0.169,0.981,11.475,8.606,3.540
0.048,-0.170,0.982,12.695,9.766,2.502
0.063,-0.158,0.982,13.367,10.193,0.427
0.057,-0.167,0.982,12.695,10.132,-1.709
0.066,-0.179,0.985,10.742,9.277,-1.282
0.061,-0.190,0.974,7.935,7.141,-0.366
0.069,-0.172,0.962,6.592,4.028,-0.305
0.077,-0.171,0.964,4.211,0.427,-0.305
0.078,-0.170,0.968,1.526,-1.953,0.183
0.081,-0.170,0.973,0.427,-2.258,0.488
0.085,-0.182,0.977,-0.061,-1.099,1.221

0.417,-1.738,1.172,526.367,-110.901,-58.594
0.283,-1.638,1.448,445.801,-106.018,-11.292
0.131,-1.536,1.357,370.117,-66.467,25.146
-0.045,-1.486,0.984,300.110,-14.343,37.354
-0.232,-1.458,0.490,241.821,15.503,27.161
-0.307,-1.444,0.175,190.918,6.165,2.747
-0.328,-1.485,0.128,142.639,-26.672,-33.508
-0.258,-1.591,0.291,104.431,-55.176,-68.787
-0.123,-1.704,0.497,78.491,-66.895,-94.482
-0.007,-1.817,0.660,53.528,-62.744,-100.586
0.061,-1.874,0.733,28.687,-49.805,-87.646
0.071,-1.860,0.695,7.507,-31.494,-61.340
0.047,-1.792,0.583,-8.057,-10.864,-31.555
-0.002,-1.688,0.451,-18.433,7.202,-5.249
-0.058,-1.577,0.338,-25.696,20.142,14.648
-0.092,-1.446,0.256,-30.945,27.100,27.954
-0.104,-1.325,0.206,-36.499,29.236,34.607
-0.094,-1.211,0.182,-44.678,28.320,35.889
-0.061,-1.122,0.193,-55.847,25.146,32.471
-0.025,-1.057,0.210,-70.557,20.325,27.039
0.016,-1.004,0.205,-87.158,16.052,21.912
0.062,-0.980,0.187,-104.492,13.916,17.456
0.096,-0.970,0.169,-121.033,12.878,14.343
0.124,-0.976,0.151,-135.254,12.878,12.329
0.155,-0.991,0.144,-148.254,11.902,12.024
0.173,-1.022,0.149,-160.095,10.376,13.855
0.176,-1.039,0.155,-169.739,8.545,18.616
0.162,-1.050,0.159,-175.293,8.606,24.353
0.132,-1.066,0.144,-176.758,13.000,30.334
0.124,-1.040,0.127,-174.011,18.372,36.377
0.116,-1.007,0.124,-168.091,21.179,40.039
0.118,-0.981,0.144,-162.903,21.423,41.992
0.123,-0.942,0.224,-159.729,18.250,41.382
0.114,-0.920,0.326,-160.461,14.404,39.551
0.088,-0.915,0.421,-165.283,13.672,37.903
0.046,-0.932,0.483,-169.250,18.860,35.645
0.049,-0.906,0.493,-169.678,28.992,33.630
0.057,-0.906,0.503,-172.546,36.743,29.907
0.060,-0.904,0.512,-179.687,38.513,24.719
0.075,-0.883,0.513,-187.622,35.583,20.630
0.088,-0.862,0.518,-195.862,31.067,16.174
0.070,-0.874,0.511,-202.026,27.588,11.597
0.076,-0.842,0.452,-202.087,25.818,9.338
0.082,-0.790,0.430,-194.580,21.179,7.446
0.084,-0.746,0.464,-184.448,12.573,7.202
0.077,-0.687,0.537,-173.828,4.089,7.629
0.063,-0.656,0.621,-164.795,1.404,6.287
0.073,-0.645,0.689,-158.142,5.249,4.700
0.082,-0.644,0.730,-152.100,13.977,4.272
0.083,-0.638,0.739,-146.729,25.635,5.920
0.078,-0.608,0.720,-141.602,36.316,9.277
0.071,-0.589,0.689,-137.268,43.030,11.292
0.066,-0.560,0.635,-132.751,43.579,11.536
0.082,-0.533,0.592,-126.770,37.109,9.277
0.103,-0.510,0.585,-120.361,24.536,5.676
0.128,-0.494,0.619,-113.525,9.277,2.197
0.138,-0.485,0.688,-108.704,-3.662,-0.305
0.144,-0.480,0.763,-106.506,-10.620,-1.648
0.142,-0.474,0.815,-106.201,-10.864,-3.113
0.140,-0.474,0.825,-106.628,-7.019,-4.089
0.152,-0.468,0.821,-105.896,-2.075,-4.272
0.151,-0.474,0.818,-103.699,1.892,-2.563
0.132,-0.456,0.793,-99.670,3.723,1.160
0.112,-0.416,0.763,-90.149,4.211,2.930
0.103,-0.388,0.735,-78.125,2.136,2.319
0.121,-0.348,0.745,-64.697,-3.784,1.404
0.112,-0.346,0.803,-54.626,-10.376,-1.282
0.123,-0.346,0.890,-48.706,-16.357,-3.967
0.124,-0.352,0.952,-49.500,-18.738,-5.127
0.129,-0.359,0.978,-53.894,-17.822,-5.676
0.128,-0.363,0.979,-59.814,-15.747,-5.615
0.125,-0.353,0.945,-63.782,-14.343,-4.700
0.121,-0.329,0.908,-63.843,-14.648,-3.906
0.112,-0.316,0.877,-58.960,-15.930,-4.089
0.113,-0.287,0.875,-49.805,-17.822,-4.517
0.106,-0.265,0.909,-39.246,-18.433,-5.188
0.095,-0.256,0.944,-31.494,-16.663,-5.859
0.089,-0.252,0.957,-27.100,-12.695,-7.385
0.092,-0.252,0.953,-23.499,-8.240,-9.155
0.095,-0.251,0.943,-20.081,-5.005,-9.766
0.095,-0.259,0.943,-16.968,-2.686,-9.216
0.094,-0.260,0.931,-13.489,-0.732,-8.423
0.105,-0.265,0.919,-8.606,1.282,-7.874
0.117,-0.272,0.913,-3.723,2.563,-6.897
0.114,-0.267,0.913,0.793,3.662,-5.310
0.108,-0.262,0.927,4.517,3.967,-4.700
0.117,-0.263,0.933,5.615,4.272,-5.066
0.124,-0.269,0.932,4.822,3.418,-5.127
0.125,-0.268,0.936,2.808,1.526,-4.883
0.126,-0.277,0.945,0.427,-0.244,-4.700
0.123,-0.285,0.943,-1.038,-0.671,-4.456
0.129,-0.280,0.929,-0.854,-0.183,-3.235
0.126,-0.275,0.924,0.427,0.366,-2.380
0.130,-0.277,0.932,2.258,1.099,-1.953
0.131,-0.277,0.932,4.028,2.014,-1.831
0.131,-0.276,0.927,4.761,3.052,-1.038
0.133,-0.270,0.927,4.883,3.418,-0.366
0.135,-0.275,0.932,4.272,3.174,0.488
0.130,-0.273,0.934,2.625,2.502,1.343
0.123,-0.269,0.931,0.793,2.136,1.587
0.119,-0.268,0.915,0.061,1.892,0.732
0.118,-0.267,0.902,0.732,1.038,0.122
0.119,-0.268,0.903,2.808,-0.061,0.061
0.121,-0.270,0.910,5.493,-0.671,-0.061
0.110,-0.273,0.923,7.629,-0.549,0.305
0.115,-0.266,0.927,9.033,0.183,0.427
0.117,-0.265,0.934,9.155,0.671,0.305
0.112,-0.268,0.944,7.629,0.610,0.916
0.105,-0.267,0.950,5.676,0.610,1.465
0.103,-0.269,0.949,4.272,0.671,1.465
0.099,-0.270,0.945,3.479,0.610,1.221
0.101,-0.270,0.948,3.418,0.061,0.793
0.106,-0.274,0.947,3.357,-0.549,0.122
0.108,-0.278,0.947,3.479,-1.038,-0.488
0.115,-0.281,0.944,3.723,-0.977,-0.854
0.125,-0.284,0.944,4.333,-0.183,-0.488
0.125,-0.286,0.943,4.822,0.549,0.061
0.125,-0.289,0.950,5.249,1.404,0.671
0.127,-0.291,0.950,5.310,2.014,1.038

0.328,-1.849,1.241,582.947,-97.046,-21.423
0.324,-1.739,1.685,502.014,-55.786,8.179
0.264,-1.629,1.790,412.048,-5.554,28.015
0.054,-1.551,1.518,310.242,31.677,36.072
-0.179,-1.463,1.117,206.238,41.138,27.771
-0.353,-1.387,0.720,106.323,22.095,4.395
-0.441,-1.367,0.437,24.780,-6.775,-37.537
-0.429,-1.390,0.310,-32.410,-30.762,-84.290
-0.333,-1.473,0.314,-69.031,-46.021,-123.108
-0.161,-1.543,0.361,-84.717,-51.453,-140.930
0.003,-1.603,0.383,-83.252,-44.739,-133.545
0.117,-1.626,0.346,-70.068,-23.987,-102.783
0.166,-1.583,0.238,-47.729,4.822,-56.519
0.148,-1.503,0.102,-23.193,31.860,-7.141
0.086,-1.398,-0.011,-2.136,49.683,36.072
0.037,-1.290,-0.074,12.451,56.091,66.528
0.023,-1.196,-0.060,18.311,52.063,82.764
0.016,-1.115,0.004,14.282,41.870,87.524
0.020,-1.044,0.073,3.906,32.593,84.534
0.016,-0.989,0.110,-9.888,26.611,76.965
0.010,-0.942,0.105,-24.292,22.949,66.711
0.004,-0.901,0.082,-37.048,19.226,55.847
0.009,-0.879,0.060,-47.302,14.465,45.044
0.031,-0.882,0.069,-56.763,8.423,35.156
0.046,-0.896,0.111,-66.772,0.549,27.039
0.050,-0.918,0.177,-77.026,-6.592,21.912
0.049,-0.938,0.238,-87.280,-9.644,18.555
0.044,-0.968,0.277,-98.328,-10.010,16.357
0.030,-0.998,0.299,-109.924,-9.583,15.625
0.011,-1.001,0.309,-120.605,-9.338,15.015
0.005,-1.004,0.317,-130.188,-8.850,12.695
0.011,-1.007,0.338,-140.198,-8.850,9.216
0.036,-1.011,0.366,-151.978,-10.620,6.104
0.051,-1.025,0.393,-165.466,-13.306,5.310
0.040,-1.020,0.389,-175.903,-15.137,6.042
0.022,-1.019,0.364,-180.725,-12.451,8.118
0.022,-1.011,0.338,-179.565,-7.385,10.681
0.018,-0.996,0.340,-174.194,-3.113,12.451
0.023,-1.000,0.352,-167.786,1.526,14.465
0.023,-0.983,0.352,-159.119,6.714,17.639
0.022,-0.957,0.360,-147.156,11.719,20.996
0.040,-0.938,0.385,-135.803,17.090,23.865
0.063,-0.917,0.419,-125.671,22.095,26.855
0.085,-0.899,0.470,-118.042,26.489,29.907
0.112,-0.869,0.528,-114.990,30.212,32.715
0.125,-0.852,0.595,-118.347,33.813,35.583
0.097,-0.848,0.624,-126.404,38.147,37.720
0.084,-0.823,0.595,-135.071,44.128,39.063
0.040,-0.799,0.525,-140.259,46.753,37.292
0.002,-0.759,0.446,-139.893,43.030,32.349
-0.005,-0.712,0.399,-131.836,32.410,25.940
0.007,-0.674,0.401,-120.300,18.677,18.433
0.023,-0.654,0.476,-107.117,4.150,10.681
0.044,-0.646,0.579,-96.375,-5.920,4.944
0.064,-0.648,0.672,-89.355,-7.324,2.380
0.080,-0.645,0.737,-85.510,-2.686,2.930
0.101,-0.638,0.777,-86.792,5.554,5.615
0.100,-0.636,0.784,-91.675,14.099,8.240
0.080,-0.625,0.769,-97.473,20.508,10.376
0.059,-0.615,0.734,-101.685,23.804,9.399
0.055,-0.624,0.675,-102.966,23.376,5.615
0.067,-0.624,0.631,-100.647,16.724,1.953
0.088,-0.583,0.630,-94.727,3.845,-0.977
0.108,-0.593,0.676,-89.294,-9.338,-4.211
0.122,-0.565,0.747,-82.458,-19.043,-5.798
0.115,-0.554,0.831,-76.599,-22.644,-5.310
0.114,-0.546,0.898,-72.449,-18.127,-4.456
0.113,-0.545,0.944,-69.824,-7.568,-2.319
0.113,-0.550,0.962,-68.909,5.188,1.038
0.103,-0.534,0.953,-68.665,18.127,5.676
0.088,-0.518,0.936,-69.092,28.076,9.583
0.068,-0.506,0.903,-70.068,32.776,10.437
0.053,-0.490,0.855,-71.167,31.372,9.094
0.065,-0.454,0.803,-72.510,22.522,5.493
0.065,-0.454,0.781,-73.303,6.775,0.183
0.106,-0.431,0.808,-71.838,-9.949,-4.150
0.124,-0.440,0.854,-71.106,-22.278,-6.897
0.133,-0.436,0.896,-70.679,-27.161,-7.935
0.143,-0.427,0.922,-68.542,-24.414,-7.080
0.151,-0.422,0.935,-65.735,-16.235,-5.554
0.151,-0.422,0.940,-62.500,-5.981,-3.601
0.147,-0.414,0.937,-58.228,4.211,-0.610
0.144,-0.404,0.929,-53.894,13.123,1.892
0.141,-0.391,0.916,-50.720,18.982,4.028
0.122,-0.380,0.899,-49.072,20.264,5.432
0.115,-0.362,0.874,-47.058,17.151,4.883
0.122,-0.338,0.840,-43.945,11.353,2.441
0.125,-0.332,0.845,-39.917,2.625,-0.793
0.137,-0.322,0.861,-35.583,-4.822,-2.075
0.138,-0.317,0.883,-32.349,-9.094,-2.869
0.138,-0.320,0.897,-30.151,-10.254,-3.540
0.145,-0.325,0.913,-28.625,-9.521,-3.052
0.152,-0.328,0.929,-28.442,-7.568,-1.648
0.145,-0.330,0.934,-28.870,-4.761,0.916
0.138,-0.327,0.920,-27.893,-0.793,2.869
0.128,-0.313,0.897,-25.513,2.563,3.845
0.124,-0.307,0.888,-21.973,3.723,3.296
0.125,-0.308,0.881,-18.127,3.235,2.441
0.128,-0.306,0.882,-14.648,1.953,1.953
0.122,-0.298,0.881,-11.292,0.366,2.014
